id,resort_name,local_name,country,region,ski_area,type,opening_2025_26_actual,opening_2026_27_published,opening_source_note,max_elevation_m,piste_km,piste_km_basis,ticket_price_min,ticket_price_max,currency,price_status,road_head,base_lat,base_lon,freeride_score_0_5,ski_touring_score_0_5,score_notes,webcam_url,webcam_http_status,comments,sources,confidence
1,Courchevel,,FR,Savoie,3 Vallées,Non-glacier,2025-12-05,2026-12-04,les3vallees.com season-dates page; France Montagnes 25/26 list,2738,,Courchevel valley pass (valley km not verified),77,77,EUR,published_2026_27,,45.41503,6.63331,3.5,3.0,Grand Couloir and Saulire/Creux Noirs couloirs give real off-piste but the resort is on-piste/luxury oriented with no FWT history; little touring culture beyond the Vanoise fringe.,https://courchevel.com/en/livecams/webcam/,200,"Villages 1850/1650/1550/Le Praz/La Tania = one row; 2026/27 high-season (19 Dec-9 Apr) adult day 77 EUR, low season cheaper; 3 Vallees day pass 84.20 EUR 2026/27; Courchevel valley km not stated on official pages fetched (3 Vallees 600 km); Saulire 2738 m from Wikipedia cross-check",https://www.les3vallees.com/en/live/lifts-and-trails-opening | https://www.france-montagnes.com/experiences/dates-douverture-des-domaines-skiables-saison-25-26/ | https://www.skipasscourchevel.com/en/courchevel-skipass-prices | https://courchevel.com/en/le-domaine-skiable-des-3-vallees/ | https://en.wikipedia.org/wiki/Courchevel | https://www.skiresort.com/en/ski-resort/les-3-vallees-val-thorens-les-menuires-meribel-courchevel/ | https://courchevel.com/en/livecams/webcam/,medium
2,Méribel,,FR,Savoie,3 Vallées,Non-glacier,2025-12-06,2026-12-05,meribel.net opening page (06/12/2025); les3vallees.com 2026/27 dates,2952,,Meribel valley pass (valley km not verified),,,EUR,,,45.39378,6.56699,3.5,3.0,"Mont Vallon and Gebroulaz glacier itineraries plus Roc de Fer/Col du Fruit off-piste, but a mainly on-piste family resort; touring limited to the Vanoise fringe (Refuge du Saut).",https://www.meribel.net/en/practical-information/webcams/,200,"Incl. Meribel-Mottaret; Meribel valley day price not shown in static HTML of the official shops (2026/27 high season 19 Dec-2 Apr: 2-day 142.40 EUR, 6-day 356 EUR; 3 Vallees day 84.20 EUR) - left blank; valley km not stated on official pages fetched; Mont Vallon 2952 m from Wikipedia cross-check",https://www.meribel.net/informations-pratiques/ouverture-plan-pistes-3-vallees/ | https://www.les3vallees.com/en/live/lifts-and-trails-opening | https://www.skipassmeribelmottaret.com/en/meribel-skipass-prices | https://www.meribel.net/forfaits-de-ski-meribel-et-3-vallees/ | https://www.meribel.net/en/ski-area/ | https://en.wikipedia.org/wiki/M%C3%A9ribel | https://www.skiresort.com/en/ski-resort/les-3-vallees-val-thorens-les-menuires-meribel-courchevel/ | https://www.meribel.net/en/practical-information/webcams/,low
3,Les Menuires,,FR,Savoie,3 Vallées,Non-glacier,2025-12-06,2026-12-05,Sevabel 25/26 tariff guide and lesmenuires.com; les3vallees.com 26/27 dates,,160,Les Menuires-Saint-Martin pass (skipass-lesmenuires.com 160 km),67,67,EUR,estimated_from_2025_26,,45.32408,6.53882,3.5,3.0,"La Masse sector (Vallon du Lou, Lac du Lou) offers good north-facing off-piste; no FWT history; touring limited to Belleville valley routes.",https://lesmenuires.com/en/webcams,200,"2025/26 Les Menuires/Saint-Martin adult day 67 EUR (20 Dec 2025-10 Apr 2026, official PDF; Belleville valley pass 77, 3 Vallees 81.80); 2026/27 day price not yet online (sales open early Oct 2026; 3 Vallees 84.20, Belleville valley 79); Pointe de la Masse gondola top altitude not verified on fetched sources (Sevabel map shows 3 Marches 2704 m)",https://lesmenuires.com/en/resort-opening | https://assets.ctfassets.net/4a1jxa5u6hbl/6CmYw4WjvB79AgqrJGGOfB/ee8f9cd466fa8c606c3909d4c437cb82/GUIDEDESTARIFS_25-26-V3.pdf | https://www.skipass-lesmenuires.com/en/menuires-stmartin-winter | https://www.skipass-lesmenuires.com/en/ | https://www.les3vallees.com/en/live/lifts-and-trails-opening | https://www.skiresort.com/en/ski-resort/les-3-vallees-val-thorens-les-menuires-meribel-courchevel/ | https://lesmenuires.com/en/webcams,medium
4,Val Thorens,,FR,Savoie,3 Vallées,Glacier + non-glacier,2025-11-22,2026-11-21,press report of 22 Nov 2025 opening; official 2026/27 dates valthorens.com,3230,150,Val Thorens-Orelle pass (orelle.net 150 km),73.5,73.5,EUR,published_2026_27,,45.29791,6.58227,4.0,3.5,"FWT Val Thorens Pro stop (2026), Peclet/Thorens glacier and Lac du Lou off-piste above 3000 m; touring via Cime Caron-Col de Thorens and Vanoise access is snow-sure but of limited variety.",https://www.valthorens.com/en/webcams/,200,"Opened 22 Nov 2025 with 18 lifts (Grande Premiere); 2026/27 adult day 73.50 EUR from 19 Dec 2026 (66.10 EUR 21 Nov-18 Dec); Belleville valley pass 79 EUR, 3 Vallees 84.20 EUR (2026/27); Peclet glacier lift-served; highest point Pointe du Bouchet 3230 m (skiresort)",https://www.mon-sejour-en-montagne.com/actualites/neige-soleil-et-15-000-skieurs-une-ouverture-reussie-a-val-thorens-pour-la-saison-2025-2026/ | https://www.valthorens.com/en/ski/forfaits/forfait-journee/ | https://ski.orelle.net/tarifs/ | https://www.les3vallees.com/en/live/lifts-and-trails-opening | https://orelle.net/station-ski/domaine-skiable | https://www.skiresort.com/en/ski-resort/les-3-vallees-val-thorens-les-menuires-meribel-courchevel/ | https://www.valthorens.com/en/webcams/,high
5,Saint-Martin-de-Belleville,,FR,Savoie,3 Vallées,Non-glacier,2025-12-06,2026-12-12,lesmenuires.com opening page (early opening 6 Dec 2025); les3vallees.com 26/27,,160,Les Menuires-Saint-Martin pass,67,67,EUR,estimated_from_2025_26,,45.3798,6.50463,3.0,3.0,"Shares the Les Menuires-La Masse pass; village-side terrain (Roc de Fer, Tougnete) is mostly on-piste with no notable freeride or touring reputation.",https://st-martin-belleville.com/en/webcam,200,Usual opening 13 Dec; opened 6 Dec 2025 with Les Menuires thanks to snow; base = Saint-Martin 1 gondola in the village; price/km = Les Menuires-Saint-Martin pass (2025/26 67 EUR); Pointe de la Masse altitude not verified,https://lesmenuires.com/en/resort-opening | https://assets.ctfassets.net/4a1jxa5u6hbl/6CmYw4WjvB79AgqrJGGOfB/ee8f9cd466fa8c606c3909d4c437cb82/GUIDEDESTARIFS_25-26-V3.pdf | https://www.les3vallees.com/en/live/lifts-and-trails-opening | https://www.skipass-lesmenuires.com/en/menuires-stmartin-winter | https://www.skiresort.com/en/ski-resort/les-3-vallees-val-thorens-les-menuires-meribel-courchevel/ | https://st-martin-belleville.com/en/webcam,medium
6,Orelle,,FR,Savoie,3 Vallées,Glacier + non-glacier,2025-11-22,2026-11-21,orelle.net season dates (22 Nov 2025-3 May 2026; 26/27 from 21 Nov),3230,150,Val Thorens-Orelle pass (orelle.net 150 km),73.5,73.5,EUR,published_2026_27,,45.20737,6.54594,3.5,3.0,"Orelle side (Bouchet, Rosael, Peyron) has long north-facing off-piste vallons under the 3230 m Pointe du Bouchet chair; touring in the Maurienne side valleys is modest.",https://orelle.net/station-ski/webcams,200,"Maurienne-side gateway: gondola from Francoz hamlet (D1006; A43/Frejus route from Italy, no winter pass closure) reaches 2300 m in 13 min; 1093 parking spaces at gondola; 2026/27 Orelle-Val Thorens day 73.50 EUR (19 Dec-2 May), 66.10 EUR early season; 10% discount buying online at ski.orelle.net; type follows shared VT-Orelle area (Peclet glacier); 22 Nov 2025 gondola opening = official season date, not separately confirmed",https://orelle.net/station-ski/domaine-skiable | https://ski.orelle.net/tarifs/ | https://orelle.net/station-ski/forfaits-de-ski | https://www.les3vallees.com/en/live/lifts-and-trails-opening | https://www.valthorens.com/en/ski/forfaits/forfait-journee/ | https://www.skiresort.com/en/ski-resort/les-3-vallees-val-thorens-les-menuires-meribel-courchevel/ | https://orelle.net/station-ski/webcams,medium
7,Tignes,,FR,Savoie,Tignes–Val d'Isère (Espace Killy),Glacier + non-glacier,2025-11-22,2026-11-21,official resort-opening-dates page; press release for 22 Nov 2025 opening,3456,300,Tignes-Val d'Isere joint pass (Tignes-only pass km not published),78,78,EUR,published_2026_27,,45.46928,6.90663,4.5,4.5,"Rubric benchmark: Grande Motte/Grande Balme/Toviere off-piste, huge guiding scene and freeride-event history; touring 4.5 with Vanoise classics (Col du Palet, Pointe de la Sana, Grande Motte) and reliable snow.",https://en.tignes.net/webcams,200,"Grande Motte glacier: winter 22 Nov 2025-3 May 2026, no autumn glacier product before the November opening (summer skiing 20 Jun-19 Jul 2026); 2026/27 public rates 12 Dec 2026-23 Apr 2027: joint pass 78 EUR, Tignes-only 70 EUR, lower avant-premiere rates 21 Nov-11 Dec; link to Val d'Isere from 28 Nov 2026; Col de l'Iseran and Petit-Saint-Bernard closed in winter - access via Bourg-Saint-Maurice; base = Tignes-le-Lac (Grande Motte funicular at Val Claret 1.5 km)",https://en.tignes.net/resort-opening-dates | https://travmedia.com/showPRPreview/100114942 | https://public.tignes.net/TIGNES.NET/TARIFS/TARIFS_FORFAITS_HIVER.pdf | https://en.tignes.net/skiing/ski-pass-you-need | https://en.tignes.net/skiing/winter-ski-area | https://www.france-montagnes.com/experiences/dates-douverture-des-domaines-skiables-saison-25-26/ | https://www.skiresort.com/en/ski-resort/tignes-val-disere/ | https://en.tignes.net/webcams,high
8,Val d'Isère,,FR,Savoie,Tignes–Val d'Isère (Espace Killy),Glacier + non-glacier,2025-11-29,2026-11-28,valdisere.com winter season dates; France Montagnes 25/26 list,3456,300,Tignes-Val d'Isere joint pass,78,78,EUR,published_2026_27,,45.44956,6.97874,5.0,4.5,"Rubric benchmark 5.0: world-famous off-piste (Tour du Charvet, Banane, Col Pers, Fornet/Pissaillas), deep guiding scene and FWT/FWQ history; touring 4.5 with Vanoise high-alpine classics.",https://www.valdisere.com/live/webcams/,200,"Pissaillas glacier lift-served (Le Fornet); Val d'Isere side reaches 'over 3400 m', 3456 m is the Grande Motte top of the shared area; joint-pass price from Tignes 2026/27 public-rates PDF (Val d'Isere shop is interactive; a Val d'Isere-only pass exists, price not extracted; skiinfo shows 75 EUR joint pass 2025/26); Col de l'Iseran closed in winter",https://www.valdisere.com/en/ | https://www.france-montagnes.com/experiences/dates-douverture-des-domaines-skiables-saison-25-26/ | https://www.valdisere.com/en/val-disere-in-winter/skiing-winter-fun/ski-area-french-alps/ | https://public.tignes.net/TIGNES.NET/TARIFS/TARIFS_FORFAITS_HIVER.pdf | https://www.valdisere.ski/en/skipass-prices | https://www.skiinfo.fr/tignes-val-disere/forfaits-de-ski | https://www.skiresort.com/en/ski-resort/tignes-val-disere/ | https://www.valdisere.com/live/webcams/,medium
9,La Plagne,,FR,Savoie,Paradiski,Non-glacier,2025-12-13,2026-12-12,official skipass-laplagne.com dates; 25/26 press agenda,3080,225,La Plagne pass (Paradiski 425 km),70,70,EUR,estimated_from_2025_26,,45.50588,6.67436,3.5,3.5,"Bellecote north face, Friolin and Cul du Nant itineraries are serious but less known and no FWT history; Champagny-en-Vanoise is a gateway to Vanoise touring.",https://en.la-plagne.com/discover/ski-area/webcams,200,"Partial pre-opening (5 lifts, altitude sector, 25 EUR) was scheduled 6-7 Dec 2025 but not verified as run, so the 13 Dec 2025 full opening is used; Bellecote/Chiaupe glacier lifts closed Apr 2023 and dismantled, new Glaciers gondola (Dec 2023) tops at 3080 m on rock - no lift-served glacier skiing (type differs from brief's example; skiresort still lists 3167 m); 2025/26 La Plagne adult day 70 EUR, Paradiski 76 EUR, -15% early/late season; 2026/27 prices not yet published (sales open Sept 2026)",https://www.skipass-laplagne.com/fr/ouverture | https://www.presse-laplagne.com/en/key-information/lagenda-automne-hiver-2025-2026/ | https://assets.ctfassets.net/4a1jxa5u6hbl/1cr6mh9Th70UGcDFTreMTP/3c78f8ac1f25d078d7165d0a5348a439/Document_tarifaire_hiver_2025.2026VDEF.pdf | https://www.skipass-laplagne.com/en/public-prices | https://en.la-plagne.com/discover/our-opening-information | https://www.mon-sejour-en-montagne.com/actualites/glacier-la-plagne-enleve-ses-remontees-et-rend-55-hectares-a-la-nature/ | https://www.mon-sejour-en-montagne.com/actualites/a-la-plagne-une-nouvelle-telecabine-pour-monter-a-3080-metres/ | https://www.skiresort.com/en/ski-resort/la-plagne-paradiski/ | https://en.la-plagne.com/discover/ski-area/webcams,medium
10,Les Arcs,,FR,Savoie,Paradiski,Non-glacier,2025-12-13,2026-12-12,official lift-status page (13 Dec 2025); lesarcs.com 2026/27 opening,3226,200,Les Arcs/Peisey-Vallandry Classic pass,71,71,EUR,published_2026_27,,45.5734,6.77879,4.0,3.5,"Rubric 4.0: FWQ event history, Aiguille Rouge/Grand Col/Villaroger north-face itineraries and Arc 2000 couloirs; touring moderate (Vanoise via Peisey/Rosuel).",https://www.lesarcs.com/en/webcams,200,"Base = Arc 1800 (largest station); alternative car end-point is the Bourg-Saint-Maurice funicular (45.61381, 6.77303); 2026/27 Classic Pass 71 EUR valid 19 Dec 2026-16 Apr 2027, -15% opening/closing weeks and Saturday/Sunday web promos (dynamic pricing); Varet glacier remnant under Aiguille Rouge (skiresort flags glacier) but no glacier ski product",https://www.lesarcs-peiseyvallandry.com/en/lifts-opening-slopes-status | https://www.lesarcs.com/en/practical-guide-les-arcs/ski-resorts-and-ski-lifts | https://www.lesarcs-peiseyvallandry.com/en/pass-classique | https://www.france-montagnes.com/experiences/dates-douverture-des-domaines-skiables-saison-25-26/ | https://www.skiresort.com/en/ski-resort/les-arcs-peisey-vallandry-paradiski/ | https://www.lesarcs.com/en/webcams,high
